Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
minutes	0	0	0	0	6	0	2	0	0	4	0	0	0	0	3	0	0	1	0	4	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	2	0	0	3	0	0	0	0	3	0	0	0	0	3
every	1	5	0	1	42	0	6	0	0	1	4	3	0	2	5	0	0	0	5	4	0	2	0	8	1	5	1	2	0	1	1	4	1	23	1	8	0	0	0	0	2	1	1	0	0	2	1	0	1	3	0	1	0	0	1	0	0	0	0	0	0	1	4	1	1	1	0	0	1	2	0	1	4	9	4	4	1	0	1	0	0	4	2	1	0	4	0	0	1	0	2	0	5	3	1	0	1	4	9
enjoy	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	3	0	1	0	0	0	2	0	2	0	2	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0
end	2	2	2	0	5	0	6	1	0	6	3	0	0	0	2	0	0	0	1	13	0	1	0	3	0	1	0	3	0	0	2	3	0	4	1	0	0	1	3	0	0	2	3	1	4	3	0	0	2	3	0	1	1	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	1	4	1	0	1	0	0	1	1	5	1	1	2	4	0	2	0	4
got	3	16	0	1	11	1	4	0	0	3	4	0	0	1	7	1	0	0	1	7	0	1	1	12	1	9	7	7	1	1	1	14	0	13	0	3	0	2	1	1	0	1	0	0	2	5	1	0	2	0	0	0	1	1	2	1	0	0	0	6	1	5	3	0	3	2	0	0	1	3	1	1	1	7	2	1	0	1	1	2	1	0	4	1	0	0	1	2	3	0	5	0	6	9	6	2	0	1	3
already	0	2	1	0	7	2	1	1	0	4	1	0	0	1	3	1	0	0	2	3	0	3	3	2	4	6	1	4	1	0	1	2	0	1	0	3	0	2	0	0	0	2	1	0	2	5	0	0	3	2	0	0	0	1	4	1	0	0	0	3	2	1	1	0	0	0	0	1	0	1	0	1	0	2	1	1	0	0	0	0	1	4	7	0	0	0	0	0	2	0	3	0	0	2	4	0	0	0	3
tool	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
took	0	2	0	0	2	0	7	0	0	2	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	2	3	1	1	0	0	4	0	1	2	2	0	0	0	1	0	0	1	0	0	2	0	0	1	2	0	0	1	2	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	4	2	0	1	0	1	4	3	0	0	0	0
talking	0	7	0	2	3	0	3	0	0	1	1	0	0	0	3	0	0	1	1	2	0	0	1	0	0	2	2	5	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	3	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	4	0	1	1	1	1	0	1	0	1	1	1	1	0	3	1	1	0	0	1	0
several	0	2	0	0	4	0	8	0	0	3	0	0	0	0	3	0	0	1	3	1	0	3	2	0	4	3	0	1	0	1	3	0	0	0	0	4	0	1	2	0	0	1	1	1	0	1	0	1	0	3	0	1	0	0	1	0	0	0	0	1	0	4	6	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	2	1	1	1	0	0	0	2	0	2	1	0	5	1	0	0	0	2
core	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0	1	1	1	5	0	0	0	2	0	0	3	0	2	0	0	0	0	0	1	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
head	0	6	0	0	4	0	3	0	1	1	1	0	0	2	2	0	0	0	1	3	0	1	1	2	0	1	3	1	2	0	0	3	1	1	0	0	1	0	2	0	0	3	1	0	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	1	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0	5
hear	1	0	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	1	2	0	0	0	3	0	0	0	2	0	0	1	1	0	0	2	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	1	0	0	1	7	0	0	0	2
r	0	4	0	0	0	0	2	3	0	1	1	0	0	11	7	1	0	0	11	1	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0
events	0	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	1	0	0	0	2	0	0	1	4	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	1
model	1	0	1	1	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	2	3	0	0	8	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1	6	0	0	3	3	0	0	0	0
oh	1	3	0	0	2	0	2	0	0	3	1	0	0	0	7	2	0	0	3	6	1	0	1	1	0	6	3	0	0	1	0	5	0	0	0	2	0	0	1	2	0	0	1	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
included	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	2	0	2	1	1	0	0	1	0	0	0	2	0	0	1	0	0	0	2	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	1	3	0	0	0	0	1
program	0	0	0	0	5	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	3	0	0	0	2	0	2	0	1	1	1	0	0	5	0	2	4	2	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0
worse	0	2	0	2	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	2	0	0	0	0
design	0	0	0	0	1	0	16	0	0	0	25	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	2	2	2	0	1	1	0	0	21	0	0	0	1	2	0	1	1	0	0	1	1	0	10	0	0	0	0	1	0	0	0	0	1	8	0	2	0	0	0	0	3	0	0	0	7	0	0	0	0	1	0	0	0	2	0	0	1	0	2	0	0	9	1	4	1	0	0	2	0	14
options	0	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	5	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	2	1	0	1	0	0	0	0	0
september	0	0	0	0	1	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	10	0	0	0	1	0	3	6	0	2	2	1	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	0	0	0	0	3	0	0	2	3	0	0	0	0	7	0	1	0	0	1	0	16	0	0	0	0	1	0	0	8	1	0	1	0	1
might	7	3	0	1	15	0	8	1	1	1	1	0	0	0	0	0	1	0	0	12	0	4	0	11	7	5	3	4	0	0	0	4	0	0	0	2	1	1	0	0	1	0	3	0	2	5	1	0	4	5	0	4	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	2	0	1	0	1	0	0	0	2	4	2	0	1	0	0	2	0	6	1	4	10	1	0	0	0	15
added	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	2	4	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	2	2	0	0	0	3	0	0	0	0	2	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	3	0	2	2	0	0	0	1	2	0	1
recently	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	2	0	1	0	2	5	3	1	2	0	0	0	3	0	1	0	3	0	6	0	0	0	0	1	0	0	1	0	0	1	3	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	3	0	1	1	3	0	0	0	0	1	1	1	1	1	2	3	2	2	0	5	0	2	1	1	2	2	0	0	0	1
pm	0	8	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	1	1	0	10	0	5	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	1	0	2	0	0	1	2	0	0	0	0	3	0	0	0	0	2	3	0	0	1	0	0	0	0	0	6	0	0	0	0	0
issues	1	0	0	2	1	0	2	0	0	0	2	0	0	0	1	0	0	0	3	0	0	2	1	0	1	1	0	1	0	0	0	3	0	1	1	3	0	0	2	1	0	1	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	1	2	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1
usb	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
sort	0	2	0	0	0	0	3	0	0	2	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	1	0	6	1	0	1	0	0	1
something	2	7	0	7	6	0	17	0	0	9	6	2	0	1	1	0	0	1	3	6	2	0	0	7	2	0	2	2	0	1	1	9	1	3	0	3	1	2	0	0	0	5	3	0	0	2	0	0	14	2	0	2	0	0	2	0	0	1	0	4	0	1	7	1	1	0	0	0	0	0	0	0	2	8	0	2	0	0	3	1	0	3	9	3	0	0	1	3	5	0	0	0	10	6	5	0	0	2	5
own	0	1	2	1	18	1	17	2	0	4	1	1	0	0	3	1	0	0	3	2	0	3	0	7	1	5	2	1	0	1	2	4	1	0	0	8	2	1	0	1	3	0	7	0	11	3	0	0	2	1	1	0	0	0	2	0	0	1	0	0	0	4	2	0	2	0	0	0	1	2	1	0	1	4	2	0	1	0	0	1	0	1	2	2	1	3	0	2	0	0	5	2	3	5	4	0	1	0	2
record	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	3	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	6	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	3	0	3	1	0	0	0	2	0	0	1	2	0	0	0	1
four	1	5	0	0	0	0	1	1	0	1	2	0	0	0	2	1	0	0	1	9	0	0	0	0	1	1	2	2	0	0	2	12	0	1	0	0	0	2	1	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0	1	3	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	7	0	0	1	0	0	0	0	2
example	0	0	0	0	3	0	3	0	0	2	5	0	0	2	0	0	0	1	0	1	0	1	0	5	10	3	0	3	0	0	0	0	0	6	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	9	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	2	5	0	0	4	1	2	0	0	0	0	0	1	2	1	1	5	0	1	0	0
feature	0	1	1	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	2	5	3	1	1	0	0	2	1	0	2	0	2	1	2	0	0	0	1	2	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	2	0	0	0	0	6	2	1	0	1	0	1	0	1
series	0	0	0	0	2	1	10	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	4	0	3	1	0	0	3	0	0	0	48	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	10	0	1	2	3	0	1	0	0
message	0	0	0	0	6	0	2	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	2	2	0	4	0	0	0	0	1	0	0	0	0	3	1	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	1
project	1	0	0	0	1	3	13	1	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	0	1	0	0	1	11	1	1	0	0	0	2	0	0	3	2	7	0	8	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3	0	0	0	2	5	0	8	0	0	0	0	0	0	3	0	6	0	6	0	2
came	0	7	0	0	4	1	7	0	0	8	0	0	0	0	2	0	0	0	0	5	1	3	1	2	1	7	2	0	1	0	0	3	0	1	0	0	1	0	2	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	7	1	1	0	0	1	0	0	1	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	2	2	0	0	0	1	1
country	0	5	0	5	4	0	0	1	1	1	1	0	0	1	1	0	0	0	4	0	0	0	1	0	2	2	0	3	0	0	0	3	0	3	1	0	0	0	1	0	2	0	0	0	0	0	0	1	1	3	1	0	1	1	0	0	0	0	0	0	0	8	4	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	0	1	1	0	0	0	1
support	0	1	0	1	1	0	2	0	0	0	1	0	0	0	4	0	0	0	6	1	0	2	3	2	1	3	2	0	0	0	1	2	1	4	2	1	0	0	0	0	1	3	2	0	2	8	0	1	0	7	0	1	0	1	0	0	0	0	1	0	0	1	4	0	0	2	0	1	0	1	0	0	0	0	0	1	0	1	2	1	0	5	0	1	2	3	0	0	0	0	0	1	1	0	3	0	0	0	3
inside	0	0	0	1	0	0	1	0	1	2	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	4	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2	4	1	0	0	0	2	0	3	0	0	3	3	0	0	0	1
leave	0	2	0	0	2	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2
open	0	3	0	0	11	1	2	0	6	0	2	1	0	0	0	0	0	2	1	4	0	7	0	7	1	5	1	0	0	0	1	5	0	2	0	2	0	0	0	1	0	1	10	0	3	0	1	0	1	3	0	1	1	1	6	0	0	1	1	3	1	2	0	0	0	0	0	1	0	1	0	0	0	2	1	2	0	0	5	0	0	4	1	5	1	7	0	0	1	0	2	0	2	1	5	0	0	0	2
city	0	5	0	1	1	0	13	0	2	0	1	0	0	1	1	0	0	0	1	8	0	0	0	1	0	0	0	1	0	0	0	27	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	0	3	0	0	0	0	1	0	0	1	1	1	0	0	0	0	3	1	0	0	1	0
allen	0	28	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	1	0	0	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
drive	1	0	0	0	9	0	3	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	4	0	0	10	1	1	0	0	3	0	0	1	0	0	0	1	0	0	0	3	0	1	12	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	10	0	0	1	1	0	0	1	0	0	0	0	1	2	0	0	4	1	0	1	0	6	0	0	1	2	0	0	0	2
sites	0	1	1	0	11	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	6	0	0	14	0	0	0	0	0	1	0	0	3	0	2	1	0	0	0	1	1	0	0	0	0	0	0	7	2	0	0	0	1	8	0	1	0	0	1	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	9	0	0	0	0	0	3	0	0	1	0	0	0	0
screen	0	1	0	0	4	1	5	1	0	1	1	0	0	0	2	0	0	0	0	1	0	3	0	1	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0
rest	1	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	0	1	0	2	28	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0
around	1	5	1	3	12	1	10	1	0	4	7	1	0	0	7	0	0	0	2	10	0	2	1	3	4	1	3	14	0	1	0	16	0	9	0	4	0	2	1	0	0	6	3	0	4	11	0	0	0	8	0	2	0	1	0	0	0	1	0	0	0	8	0	0	0	2	0	0	0	1	0	1	0	10	1	4	1	0	7	0	0	0	12	3	2	1	1	2	4	0	7	0	5	10	4	0	1	0	5
her	24	23	0	0	7	0	16	0	0	8	1	4	1	0	5	2	0	0	16	7	4	0	1	2	8	12	2	6	2	0	0	15	0	1	0	4	0	3	10	2	0	2	0	4	0	1	24	0	0	6	0	0	2	11	8	0	0	0	3	2	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	4	3	0	5	0	7	0	2	9	6	7	1	0	1	0	28	0	0	0	0	21
tv	1	2	0	1	52	3	1	0	0	2	0	2	1	0	2	0	1	0	0	2	0	0	0	3	0	6	0	0	0	0	0	1	3	0	0	0	1	0	5	0	0	2	0	0	0	10	0	0	2	0	0	0	0	0	4	0	0	0	0	4	3	6	1	0	0	1	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	2
th	0	3	0	0	2	0	1	0	0	13	0	0	1	0	3	2	0	0	5	4	0	1	1	1	0	0	1	3	1	0	1	20	1	0	1	1	0	3	1	0	0	0	1	0	3	3	0	0	0	2	0	1	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	5	0	0	0	4	1	0	0	0	0	0	1	1	2	0	1	10	0	0	0	0	3	0	0	23	0	1	1	0	0
large	1	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	1	0	0	0	0	1	0	6	0	0	1	0	0	2	1	0	2	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	5	1	1	0	0	0	1
found	0	2	0	1	7	0	3	1	0	3	3	0	0	2	1	0	0	0	1	2	0	4	0	2	2	4	4	2	0	0	1	8	0	3	0	2	0	1	1	0	3	1	5	2	2	1	1	0	2	5	0	1	0	0	4	0	0	0	0	3	0	3	2	0	1	0	0	0	0	2	0	0	2	3	0	0	1	0	0	1	0	3	2	3	4	0	0	2	1	0	3	0	1	0	2	0	0	0	1
microsoft	0	0	2	0	4	2	0	0	0	0	1	0	0	0	20	0	4	0	0	0	0	3	0	1	7	21	6	0	0	0	8	0	0	0	0	0	0	0	0	0	6	15	29	0	0	1	0	0	0	0	0	0	0	0	13	0	2	0	0	3	1	0	0	0	0	1	0	2	0	3	0	0	0	0	0	1	0	0	0	0	2	0	4	1	0	9	0	0	0	0	0	0	1	0	16	0	0	0	0
available	0	1	0	0	7	0	5	0	0	1	0	0	0	0	4	0	1	0	0	1	0	5	0	4	10	1	8	2	0	1	3	4	0	1	0	0	0	4	0	0	0	1	7	0	0	11	0	0	2	5	0	1	0	1	0	1	0	0	0	0	0	0	3	0	0	4	0	0	0	1	0	0	0	6	0	0	0	0	3	0	0	7	1	1	1	2	0	0	0	0	13	0	2	0	4	0	1	0	1
person	1	2	0	1	8	0	8	1	0	1	2	4	0	0	0	0	1	1	3	1	0	1	1	0	0	3	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	0	1	2	1	1	0	0	1	0	0	0	0	5	0	0	0	0	3
d	9	14	0	3	3	0	16	1	3	8	4	1	0	1	13	4	0	1	9	5	1	2	0	6	2	2	8	4	0	4	1	12	2	11	0	4	0	2	2	2	0	2	1	0	8	17	1	1	4	9	0	0	1	0	0	1	0	2	2	1	0	0	4	0	3	1	0	0	1	0	1	1	1	8	0	4	0	1	0	5	1	0	6	7	4	2	1	3	1	0	6	0	8	4	6	0	4	1	2
continue	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	3	0	0	0	0	0	1	0	9	0	1	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	1	0	0	2	1	0	0	0	1
clinton	1	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	2	0	0	3	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	7	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5
posted	1	0	0	0	1	0	0	1	0	0	1	0	0	0	3	1	0	0	1	2	0	0	0	4	1	1	1	1	1	0	0	0	0	1	1	2	1	0	0	0	3	0	0	0	5	1	0	0	0	17	0	1	0	0	2	0	0	0	0	0	0	0	25	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1
having	3	7	1	0	11	0	4	0	0	1	2	0	0	0	1	0	0	2	2	3	0	5	0	3	1	0	2	2	1	2	0	4	0	2	0	4	0	0	0	0	0	0	0	0	1	2	3	0	1	3	0	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	1	2	0	1	1	2	1	0	0	0	0	0	1	0	1	0	0	0	1	1	3	10	0	0	1	0	2
